report_no,incident_time,complaint_type,cctv_flag,precinct_code,area_code,area_name,cctv_count,population_density,rounds_per_day,crime_code,crime_type,weapon_code,weapon_desc,case_status_code,case_status_desc,victim_code,victim_name,victim_sex,victim_age,was_victim_alone,is_victim_insured,offender_code,offender_name,offender_sex,offender_age,repeated_offender,no_of_offences,offender_relation,officer_code,officer_name,officer_sex,avg_close_days,week_number
200104279,15:58:00,Email,FALSE,2,323,Northeast,255,4100,9,442,SHOPLIFTING - PETTY THEFT ($95,400,"STRONG-ARM (HANDS, FIST, FEET ",IC,Invest Cont,67014,Megan,F,48,Yes,Yes,1370393,Camilla,M,31,Yes,3,No,4011,Nyiesha,F,9,1
200104281,13:00:00,Email,FALSE,4,425,Rampart,165,8500,5,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,75345,Joan,F,49,Yes,Yes,1302727,Kody,M,34,Yes,3,No,3261,Lorian,F,10,1
200104283,17:55:00,In-Person,FALSE,2,261,77th Street,150,8889,9,442,SHOPLIFTING - PETTY THEFT ($95,400,"STRONG-ARM (HANDS, FIST, FEET ",IC,Invest Cont,119663,Ann,F,41,Yes,Yes,1147191,Dominique,M,35,Yes,3,No,1023,Everrett,M,12,1
200104284,00:15:00,In-Person,FALSE,6,990,Hollenbeck,170,6686,5,888,TRESPASSING,501,BOMB THREAT,IC,Invest Cont,32711,Julia,F,55,Yes,Yes,1068507,Emilee,M,39,Yes,3,No,3262,Lucyle,F,11,1
200104285,02:00:00,In-Person,FALSE,3,336,Van Nuys,250,4149,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,28068,Kathryn,F,34,Yes,Yes,2159324,Paola,M,36,Yes,7,No,3245,Arretta,F,12,1
200104286,17:00:00,In-Person,FALSE,3,371,West LA,244,5500,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,98140,Lawrence,M,60,Yes,Yes,1843650,Maritza,M,40,Yes,3,No,3246,Bonnell,F,9,1
200104287,23:45:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,80499,Olivia,F,41,Yes,Yes,1240041,Aisha,M,39,Yes,3,No,3246,Bonnell,F,9,1
200104289,23:15:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,41339,Judith,F,44,Yes,Yes,12924,Darcy,M,32,Yes,3,No,3246,Bonnell,F,9,1
200104291,19:00:00,Email,FALSE,4,425,Rampart,165,8500,5,210,ROBBERY,515,PHYSICAL PRESENCE,IC,Invest Cont,94085,Doris,F,4,Yes,Yes,203501,Chris,M,32,Yes,3,No,2036,Tasean,M,8,1
200104292,12:30:00,Email,FALSE,2,322,Southwest,168,7800,8,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,23244,Jean,F,46,Yes,Yes,964840,Jimmie,M,37,Yes,3,No,1023,Everrett,M,12,1
200104293,22:00:00,Phone,FALSE,5,887,Newton,275,3409,12,420,THEFT FROM MOTOR VEHICLE - PET,506,FIRE,IC,Invest Cont,1871,Andrea,F,50,Yes,Yes,2298217,Brianne,M,36,Yes,3,No,4002,Lynnmarie,F,12,1
200104300,19:15:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,740,VANDALISM - FELONY ($400 & OVE,200,KNIFE WITH BLADE 6INCHES OR LE,IC,Invest Cont,69672,Gerald,M,48,Yes,Yes,440792,Bettye,M,40,Yes,3,No,7010,Syann,F,9,1
200104302,01:00:00,In-Person,FALSE,3,336,Van Nuys,250,4149,9,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,109630,Sean,M,37,Yes,Yes,215897,Jeri,M,33,Yes,7,No,2038,Veldon,M,11,1
200104303,16:30:00,In-Person,FALSE,3,371,West LA,244,5500,9,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,33683,Joe,M,56,Yes,Yes,910272,Jan,M,39,Yes,3,No,1029,Keysean,M,9,1
200104310,10:10:00,In-Person,FALSE,4,425,Rampart,165,8500,5,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,106815,Keith,M,56,Yes,Yes,857021,Amie,M,37,Yes,3,No,2036,Tasean,M,8,1
200104313,14:30:00,Phone,FALSE,2,261,77th Street,150,8889,9,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,26880,Sara,F,51,Yes,Yes,1980450,Michael,M,37,Yes,5,No,1023,Everrett,M,12,1
200104316,07:47:00,Phone,FALSE,4,425,Rampart,165,8500,5,930,CRIMINAL THREATS - NO WEAPON D,212,BOTTLE,IC,Invest Cont,54970,Hannah,F,42,Yes,Yes,123093,Cyrus,M,41,Yes,3,No,3261,Lorian,F,10,1
200104319,23:45:00,Phone,FALSE,4,425,Rampart,165,8500,5,623,BATTERY POLICE (SIMPLE),215,MACHETE,IC,Invest Cont,62016,Mildred,F,47,Yes,Yes,1628346,Emery,M,37,Yes,3,No,2036,Tasean,M,8,1
200104320,21:45:00,Phone,FALSE,2,322,Southwest,168,7800,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,69578,Willie,M,42,Yes,Yes,833474,Dale,M,30,Yes,4,No,4011,Nyiesha,F,9,1
200104321,18:40:00,In-Person,FALSE,3,336,Van Nuys,250,4149,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,52558,Lillian,F,50,Yes,Yes,1243373,Jami,M,40,Yes,3,No,1029,Keysean,M,9,1
200104323,01:00:00,Phone,FALSE,4,425,Rampart,165,8500,5,420,THEFT FROM MOTOR VEHICLE - PET,506,FIRE,IC,Invest Cont,38434,Roger,M,39,Yes,Yes,1128911,Duncan,M,39,Yes,1,No,3261,Lorian,F,10,1
200104325,00:30:00,Phone,FALSE,2,323,Northeast,255,4100,9,626,INTIMATE PARTNER - SIMPLE ASSA,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,70452,Jesse,M,42,Yes,Yes,2377212,Finn,M,35,Yes,3,No,1023,Everrett,M,12,1
200104326,19:45:00,Phone,FALSE,4,425,Rampart,165,8500,5,740,VANDALISM - FELONY ($400 & OVE,200,KNIFE WITH BLADE 6INCHES OR LE,AA,Adult Arrest,82110,Jacqueline,F,39,Yes,Yes,1399867,Latonya,M,30,Yes,3,No,3261,Lorian,F,10,1
200104327,21:30:00,In-Person,FALSE,4,425,Rampart,165,8500,5,210,ROBBERY,515,PHYSICAL PRESENCE,AA,Adult Arrest,65623,Ethan,M,52,Yes,Yes,1068668,Stacy,M,37,Yes,6,No,3261,Lorian,F,10,1
200104328,21:20:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,350,"THEFT, PERSON",221,GLASS,IC,Invest Cont,24936,Terry,M,44,Yes,Yes,1482675,Tonia,M,35,Yes,7,No,3246,Bonnell,F,9,1
200104329,17:17:00,Phone,FALSE,4,425,Rampart,165,8500,5,421,THEFT FROM MOTOR VEHICLE - ATT,214,ICE PICK,IC,Invest Cont,66172,Christian,M,33,Yes,Yes,604141,Buddy,M,40,Yes,5,No,3261,Lorian,F,10,1
200104330,05:19:00,Phone,FALSE,2,323,Northeast,255,4100,9,888,TRESPASSING,501,BOMB THREAT,IC,Invest Cont,29502,Harry,M,30,Yes,Yes,1641429,Doug,M,34,Yes,3,No,1023,Everrett,M,12,1
200104331,23:30:00,In-Person,FALSE,4,425,Rampart,165,8500,5,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,1430,Teresa,F,55,Yes,Yes,1844947,Monte,M,37,Yes,3,No,2036,Tasean,M,8,1
200104333,01:45:00,Phone,FALSE,4,425,Rampart,165,8500,5,888,TRESPASSING,501,BOMB THREAT,IC,Invest Cont,13012,Austin,M,36,Yes,Yes,1155465,Loyd,M,40,Yes,3,No,3261,Lorian,F,10,1
200104336,20:30:00,In-Person,FALSE,3,371,West LA,244,5500,9,647,THROWING OBJECT AT MOVING VEHI,106,UNKNOWN FIREARM,IC,Invest Cont,76168,Ralph,M,4,Yes,Yes,1545915,Presley,M,40,Yes,3,No,3246,Bonnell,F,9,1
200104337,02:40:00,In-Person,FALSE,4,425,Rampart,165,8500,5,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,50989,Janice,F,53,Yes,Yes,164572,Ila,M,34,Yes,3,No,3261,Lorian,F,10,1
200104339,20:45:00,In-Person,FALSE,7,1001,Hollywood,280,3200,8,745,VANDALISM - MISDEAMEANOR ($399,306,ROCK/THROWN OBJECT,IC,Invest Cont,110859,Roy,M,54,Yes,Yes,2055556,Bailey,M,34,Yes,7,No,3263,Lundon,F,9,1
200104340,20:30:00,Phone,FALSE,2,261,77th Street,150,8889,9,310,BURGLARY,113,SIMULATED GUN,IC,Invest Cont,96084,Theresa,F,48,Yes,Yes,1440655,Issac,M,40,Yes,3,No,1023,Everrett,M,12,1
200104351,01:00:00,In-Person,FALSE,4,425,Rampart,165,8500,5,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,95408,Amber,F,48,Yes,Yes,1709025,Burton,M,31,Yes,3,No,3261,Lorian,F,10,1
200104352,20:00:00,Phone,FALSE,4,425,Rampart,165,8500,5,420,THEFT FROM MOTOR VEHICLE - PET,506,FIRE,IC,Invest Cont,4862,Danielle,F,55,Yes,Yes,966010,Nikolas,M,35,Yes,4,No,3261,Lorian,F,10,1
200104360,07:55:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,AA,Adult Arrest,107541,Noah,M,57,Yes,Yes,2055454,Robbie,M,31,Yes,2,No,3246,Bonnell,F,9,1
200104369,09:30:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,36688,Jordan,M,55,Yes,Yes,426971,Jefferson,M,37,Yes,7,No,7010,Syann,F,9,1
200104372,06:00:00,Phone,FALSE,4,425,Rampart,165,8500,5,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,16878,Louis,M,55,Yes,Yes,1265947,Rae,M,33,Yes,3,No,3261,Lorian,F,10,1
200104377,20:00:00,In-Person,FALSE,2,261,77th Street,150,8889,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,95105,Brittany,F,59,Yes,Yes,400883,Teagan,M,34,Yes,3,No,4011,Nyiesha,F,9,1
200104379,13:10:00,In-Person,FALSE,3,336,Van Nuys,250,4149,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,10069,Bruce,M,41,Yes,Yes,568526,Abbie,M,30,Yes,2,No,1029,Keysean,M,9,1
200104381,13:05:00,Phone,FALSE,4,425,Rampart,165,8500,5,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,9223,Madison,F,54,Yes,Yes,1234038,Lorie,M,33,Yes,2,No,2036,Tasean,M,8,1
200104382,12:30:00,In-Person,FALSE,2,261,77th Street,150,8889,9,910,KIDNAPPING,308,STICK,IC,Invest Cont,51958,Judy,F,4,Yes,Yes,1459681,Nia,M,34,Yes,3,No,1023,Everrett,M,12,1
200104385,14:50:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,41976,Billy,M,46,Yes,Yes,967655,Rene,M,31,Yes,3,No,3256,Gracelin,F,11,1
200104389,12:30:00,Phone,FALSE,2,322,Southwest,168,7800,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,26925,Dylan,M,30,Yes,Yes,1950647,John,M,30,Yes,4,No,4011,Nyiesha,F,9,1
200104390,14:58:00,In-Person,FALSE,4,425,Rampart,165,8500,5,354,THEFT OF IDENTITY,513,STUN GUN,IC,Invest Cont,116648,Denise,F,35,Yes,Yes,212450,Cornelia,M,36,Yes,6,No,4112,Rashae,F,14,1
200104392,18:30:00,Phone,FALSE,2,322,Southwest,168,7800,8,480,BIKE - STOLEN,504,DEMAND NOTE,IC,Invest Cont,120175,Beverly,F,37,Yes,Yes,2333158,Marcy,M,39,Yes,3,No,4011,Nyiesha,F,9,1
200104393,13:30:00,In-Person,FALSE,4,425,Rampart,165,8500,5,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,40829,Eugene,M,35,Yes,Yes,958481,Bernadine,M,34,Yes,4,No,3261,Lorian,F,10,1
200104405,17:00:00,Phone,FALSE,4,425,Rampart,165,8500,5,331,THEFT FROM MOTOR VEHICLE - GRA,312,PIPE/METAL PIPE,IC,Invest Cont,107320,Diana,F,44,Yes,Yes,1500337,Rodger,M,31,Yes,3,No,2036,Tasean,M,8,1
200104406,13:00:00,Phone,FALSE,2,261,77th Street,150,8889,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,44290,Charlotte,F,42,Yes,Yes,1189276,Katy,M,41,Yes,3,No,4011,Nyiesha,F,9,1
200104408,22:00:00,In-Person,FALSE,1,223,West Valley,268,3950,8,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,78763,Natalie,F,46,Yes,Yes,489162,Devon,M,31,Yes,1,No,2039,Vikash,M,10,1
200104410,09:20:00,In-Person,FALSE,3,371,West LA,244,5500,9,662,"BUNCO, GRAND THEFT",512,MACE/PEPPER SPRAY,IC,Invest Cont,66142,Tiffany,F,42,Yes,Yes,313001,Zander,M,41,Yes,6,No,3246,Bonnell,F,9,1
200104411,23:00:00,In-Person,FALSE,2,261,77th Street,150,8889,9,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,98206,Wayne,M,49,Yes,Yes,572956,Virgie,M,39,Yes,7,No,1023,Everrett,M,12,1
200105054,17:00:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,420,THEFT FROM MOTOR VEHICLE - PET,506,FIRE,IC,Invest Cont,106005,Jenna,F,52,Yes,Yes,1898316,Zelma,M,40,No,0,Yes,3263,Lundon,F,9,1
200105055,18:45:00,In-Person,FALSE,2,261,77th Street,150,8889,9,220,ATTEMPTED ROBBERY,219,SCREWDRIVER,IC,Invest Cont,71579,Yvonne,F,56,Yes,No,444121,Millard,M,35,No,0,No,3249,Cledith,F,13,1
200105056,07:20:00,In-Person,FALSE,2,322,Southwest,168,7800,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,2812,Rosemary,F,35,Yes,No,468214,Pierce,M,39,No,0,No,3248,Ciel,F,11,1
200105057,23:50:00,In-Person,FALSE,3,371,West LA,244,5500,9,761,BRANDISH WEAPON,307,VEHICLE,IC,Invest Cont,22523,Landon,M,44,Yes,Yes,1215866,Coy,M,30,Yes,1,No,2038,Veldon,M,11,1
200105059,19:00:00,In-Person,FALSE,2,322,Southwest,168,7800,8,331,THEFT FROM MOTOR VEHICLE - GRA,312,PIPE/METAL PIPE,IC,Invest Cont,37452,Bill,M,58,Yes,Yes,2142536,Javon,M,34,Yes,5,Yes,3249,Cledith,F,13,1
200105060,02:00:00,Phone,FALSE,1,223,West Valley,268,3950,8,331,THEFT FROM MOTOR VEHICLE - GRA,312,PIPE/METAL PIPE,IC,Invest Cont,2501,Haley,F,57,Yes,No,1124675,Hal,M,33,No,0,No,1031,Kowen,M,13,1
200105062,14:34:00,Phone,FALSE,2,322,Southwest,168,7800,8,930,CRIMINAL THREATS - NO WEAPON D,212,BOTTLE,IC,Invest Cont,61035,Wyatt,M,5,Yes,No,439558,Libby,M,39,Yes,7,Yes,3249,Cledith,F,13,1
200105066,18:25:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,37862,Micheal,M,60,Yes,No,177875,Ainsley,M,37,No,0,Yes,5100,Rheda,F,12,1
200105067,13:58:00,Phone,FALSE,1,223,West Valley,268,3950,8,442,SHOPLIFTING - PETTY THEFT ($95,400,"STRONG-ARM (HANDS, FIST, FEET ",IC,Invest Cont,2033,Agnes,F,46,Yes,No,1278541,Liana,M,34,No,0,Yes,4111,Rakayla,F,8,1
200105068,06:30:00,In-Person,FALSE,6,990,Hollenbeck,170,6686,5,210,ROBBERY,515,PHYSICAL PRESENCE,IC,Invest Cont,7737,Gina,F,56,Yes,Yes,7461,Gemma,M,30,No,0,Yes,1024,Izreal,M,9,1
200105069,22:00:00,Phone,FALSE,3,371,West LA,244,5500,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,76037,Minnie,F,34,Yes,No,244296,Ernie,M,33,No,0,Yes,2038,Veldon,M,11,1
200105073,12:30:00,Phone,FALSE,1,223,West Valley,268,3950,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,15185,Devin,M,49,Yes,No,1048913,Galen,M,32,No,0,No,4111,Rakayla,F,8,1
200105074,22:00:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,105412,Georgia,F,49,Yes,Yes,1427406,Nona,M,31,No,0,Yes,3263,Lundon,F,9,1
200105075,03:15:00,Phone,FALSE,2,323,Northeast,255,4100,9,761,BRANDISH WEAPON,307,VEHICLE,IC,Invest Cont,113127,Stacey,F,56,Yes,No,1327228,Casandra,M,37,Yes,3,Yes,3249,Cledith,F,13,1
200105082,15:00:00,Phone,FALSE,1,223,West Valley,268,3950,8,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,3423,Pearl,F,49,Yes,No,613353,Bart,M,37,No,0,No,4111,Rakayla,F,8,1
200105087,11:00:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,442,SHOPLIFTING - PETTY THEFT ($95,400,"STRONG-ARM (HANDS, FIST, FEET ",IC,Invest Cont,34763,Vicki,F,53,Yes,No,2022732,Corina,M,39,Yes,1,No,3263,Lundon,F,9,1
200105088,15:20:00,Phone,FALSE,6,990,Hollenbeck,170,6686,5,860,BATTERY WITH SEXUAL CONTACT,201,KNIFE WITH BLADE OVER 6 INCHES,IC,Invest Cont,92088,Joann,F,5,Yes,No,10432,Damion,M,34,No,0,No,1024,Izreal,M,9,1
200105090,18:30:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,13802,Max,M,37,Yes,Yes,1814568,Nehemiah,M,34,Yes,1,No,5555,Shaaron,F,13,1
200105092,14:45:00,Phone,FALSE,3,371,West LA,244,5500,9,220,ATTEMPTED ROBBERY,219,SCREWDRIVER,IC,Invest Cont,13767,Kelsey,F,42,Yes,No,2234214,Rickie,M,30,No,0,No,2035,Rue,M,12,1
200105094,09:00:00,Phone,FALSE,2,261,77th Street,150,8889,9,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,87926,Lillie,F,56,Yes,Yes,1264134,Shelby,M,31,No,0,No,3249,Cledith,F,13,1
200105095,08:00:00,In-Person,FALSE,2,322,Southwest,168,7800,8,910,KIDNAPPING,308,STICK,IC,Invest Cont,6371,Levi,M,5,Yes,Yes,180319,Justice,M,35,No,0,No,3249,Cledith,F,13,1
200105097,15:15:00,Phone,FALSE,6,990,Hollenbeck,170,6686,5,860,BATTERY WITH SEXUAL CONTACT,201,KNIFE WITH BLADE OVER 6 INCHES,IC,Invest Cont,112611,Lily,F,31,Yes,Yes,1542120,Janna,M,34,No,0,No,1024,Izreal,M,9,1
200105099,11:15:00,In-Person,FALSE,3,371,West LA,244,5500,9,888,TRESPASSING,501,BOMB THREAT,IC,Invest Cont,80090,Floyd,M,54,Yes,No,2256672,Jax,M,41,Yes,1,No,2038,Veldon,M,11,1
200105200,23:00:00,Phone,FALSE,1,223,West Valley,268,3950,8,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,39602,Jane,F,55,Yes,Yes,1828450,Denis,M,36,Yes,3,No,1031,Kowen,M,13,1
200117954,12:45:00,In-Person,FALSE,1,223,West Valley,268,3950,8,442,SHOPLIFTING - PETTY THEFT ($95,400,"STRONG-ARM (HANDS, FIST, FEET ",IC,Invest Cont,75829,Alma,F,48,Yes,Yes,2385316,Coleman,M,36,Yes,4,Yes,2033,Ray,M,14,1
200117988,20:00:00,Email,FALSE,6,990,Hollenbeck,170,6686,5,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,28518,Andrew,M,30,Yes,Yes,1401622,Arielle,M,36,Yes,7,No,3259,Kla,F,8,1
200306227,18:00:00,In-Person,FALSE,3,371,West LA,244,5500,9,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,83790,Diane,F,37,Yes,Yes,1671553,Colette,M,34,Yes,7,No,4004,Mirakle,F,9,1
200317571,10:40:00,Email,FALSE,7,1001,Hollywood,280,3200,8,210,ROBBERY,515,PHYSICAL PRESENCE,IC,Invest Cont,33423,Kyle,M,4,Yes,Yes,1365700,Garland,M,34,Yes,3,No,7100,Varnika,F,12,1
200400694,14:35:00,In-Person,FALSE,6,990,Hollenbeck,170,6686,5,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,80066,Jeremy,M,44,Yes,Yes,1152661,Charley,M,33,Yes,6,No,3259,Kla,F,8,1
200405489,21:15:00,In-Person,FALSE,1,223,West Valley,268,3950,8,946,OTHER MISCELLANEOUS CRIME,204,FOLDING KNIFE,AO,Adult Other,60003,Gloria,F,48,Yes,Yes,1489935,Angelia,M,31,Yes,3,No,2042,Amilah,F,12,1
200407198,04:30:00,Phone,FALSE,6,990,Hollenbeck,170,6686,5,626,INTIMATE PARTNER - SIMPLE ASSA,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,43931,Ryan,M,35,Yes,Yes,2024549,Logan,M,37,Yes,2,No,1028,Keahi,M,14,1
200407318,03:15:00,Phone,FALSE,6,990,Hollenbeck,170,6686,5,740,VANDALISM - FELONY ($400 & OVE,200,KNIFE WITH BLADE 6INCHES OR LE,IC,Invest Cont,58621,Helen,F,38,Yes,Yes,1220639,Ryker,M,31,Yes,1,No,1028,Keahi,M,14,1
200506268,19:00:00,Email,FALSE,4,425,Rampart,165,8500,5,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,94915,Daniel,M,46,Yes,Yes,1593583,Elvira,M,31,Yes,5,No,4112,Rashae,F,14,1
200608304,15:50:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,82384,Cheryl,F,50,Yes,Yes,938550,Lenore,M,36,Yes,1,No,3246,Bonnell,F,9,1
200608399,17:00:00,Phone,FALSE,2,261,77th Street,150,8889,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,26402,Susan,F,31,Yes,Yes,1374751,Ed,M,33,Yes,1,No,2034,Royston,M,11,1
200610699,17:30:00,In-Person,FALSE,1,223,West Valley,268,3950,8,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,119797,Christina,F,54,Yes,Yes,1690856,Waylon,M,40,Yes,6,No,2042,Amilah,F,12,1
200611450,18:00:00,In-Person,FALSE,4,425,Rampart,165,8500,5,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,6111,Karen,F,34,Yes,Yes,660508,Rhoda,M,33,Yes,3,No,4005,Nabeeha,F,10,1
200614026,00:40:00,In-Person,FALSE,3,336,Van Nuys,250,4149,9,310,BURGLARY,113,SIMULATED GUN,AA,Adult Arrest,86242,Julie,F,41,Yes,Yes,100469,Lexi,M,39,Yes,1,No,3246,Bonnell,F,9,1
200709741,14:53:00,In-Person,FALSE,3,371,West LA,244,5500,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,47621,Katherine,F,1,Yes,Yes,1575444,Rowan,M,32,Yes,7,No,2035,Rue,M,12,1
200712903,20:15:00,In-Person,FALSE,5,893,Harbor,180,6500,10,626,INTIMATE PARTNER - SIMPLE ASSA,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,81140,Kenneth,M,36,Yes,Yes,175222,Selma,M,30,Yes,2,No,4003,Melah,F,10,1
200813946,14:30:00,In-Person,TRUE,6,990,Hollenbeck,170,6686,5,910,KIDNAPPING,308,STICK,IC,Invest Cont,104350,George,M,1,Yes,Yes,2274333,Emilie,M,30,Yes,6,No,3259,Kla,F,8,1
201007631,16:45:00,Email,TRUE,6,990,Hollenbeck,170,6686,5,761,BRANDISH WEAPON,307,VEHICLE,IC,Invest Cont,78358,Elizabeth,F,57,Yes,Yes,721270,Nell,M,32,Yes,2,No,1028,Keahi,M,14,1
201013217,01:00:00,Email,TRUE,6,990,Hollenbeck,170,6686,5,910,KIDNAPPING,308,STICK,IC,Invest Cont,60585,Mark,M,1,Yes,Yes,90440,Rosalind,M,33,Yes,3,No,1028,Keahi,M,14,1
201107660,09:10:00,Phone,FALSE,4,425,Rampart,165,8500,5,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,106446,Peter,M,53,Yes,Yes,1574265,Jeannine,M,40,Yes,3,No,3223,Anayely,F,11,1
201107834,21:30:00,Email,FALSE,3,371,West LA,244,5500,9,910,KIDNAPPING,308,STICK,IC,Invest Cont,105828,Jason,M,1,Yes,Yes,2133458,Charlie,M,39,Yes,7,No,7010,Syann,F,9,1
201109834,12:30:00,Email,FALSE,5,893,Harbor,180,6500,10,888,TRESPASSING,501,BOMB THREAT,IC,Invest Cont,10126,Grace,F,47,Yes,Yes,699629,Jarrett,M,32,Yes,2,No,5245,Scotlynn,F,9,1
201113788,00:30:00,In-Person,FALSE,4,425,Rampart,165,8500,5,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,113702,Marilyn,F,42,Yes,Yes,1543923,Cleveland,M,33,Yes,2,No,3223,Anayely,F,11,1
201213641,16:40:00,Email,FALSE,3,336,Van Nuys,250,4149,9,910,KIDNAPPING,308,STICK,IC,Invest Cont,63186,Lauren,F,4,Yes,Yes,1899725,Holden,M,33,Yes,1,No,2035,Rue,M,12,1
201214491,13:45:00,In-Person,FALSE,4,425,Rampart,165,8500,5,745,VANDALISM - MISDEAMEANOR ($399,306,ROCK/THROWN OBJECT,IC,Invest Cont,90483,Nancy,F,32,Yes,Yes,615354,Vance,M,40,Yes,3,No,4005,Nabeeha,F,10,1
201218195,02:00:00,In-Person,FALSE,6,990,Hollenbeck,170,6686,5,236,INTIMATE PARTNER - AGGRAVATED,205,KITCHEN KNIFE,AA,Adult Arrest,32169,Abigail,F,58,Yes,Yes,1552309,Viviana,M,33,Yes,3,No,3260,Loletha,F,14,1
201220752,12:30:00,In-Person,FALSE,3,336,Van Nuys,250,4149,9,745,VANDALISM - MISDEAMEANOR ($399,306,ROCK/THROWN OBJECT,IC,Invest Cont,64657,John,M,62,Yes,Yes,1099669,Imogene,M,25,Yes,2,No,2035,Rue,M,12,1
