report_no,incident_time,complaint_type,cctv_flag,precinct_code,area_code,area_name,cctv_count,population_density,rounds_per_day,crime_code,crime_type,weapon_code,weapon_desc,case_status_code,case_status_desc,victim_code,victim_name,victim_sex,victim_age,was_victim_alone,is_victim_insured,offender_code,offender_name,offender_sex,offender_age,repeated_offender,no_of_offences,offender_relation,officer_code,officer_name,officer_sex,avg_close_days,week_number
200105999,12:30:00,In-Person,FALSE,7,1001,Hollywood,280,3200,8,740,VANDALISM - FELONY ($400 & OVE,200,KNIFE WITH BLADE 6INCHES OR LE,IC,Invest Cont,113132,Olive,F,31,Yes,Yes,2351715,Julien,M,33,Yes,3,No,3256,Gracelin,F,11,4
200106002,10:00:00,In-Person,FALSE,4,425,Rampart,165,8500,5,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,66573,Lacey,F,30,No,Yes,2183473,Hana,F,37,No,0,No,1033,Niki,M,14,4
200106003,10:00:00,In-Person,FALSE,5,887,Newton,275,3409,12,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,58409,Liliana,F,51,No,No,1727467,Rigoberto,M,33,No,0,No,4003,Melah,F,10,4
200106004,12:00:00,Phone,FALSE,5,887,Newton,275,3409,12,480,BIKE - STOLEN,504,DEMAND NOTE,IC,Invest Cont,103840,Mateo,M,39,Yes,Yes,1885967,Brycen,M,30,Yes,1,No,4003,Melah,F,10,4
200106005,18:40:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,910,KIDNAPPING,308,STICK,IC,Invest Cont,94937,Salvatore,M,7,No,Yes,396533,Milan,M,30,No,0,No,1027,Jonavan,M,8,4
200106006,09:00:00,Phone,FALSE,4,425,Rampart,165,8500,5,480,BIKE - STOLEN,504,DEMAND NOTE,IC,Invest Cont,8996,Cara,F,33,Yes,No,79082,Racheal,F,30,No,0,No,1033,Niki,M,14,4
200106007,17:20:00,In-Person,FALSE,5,893,Harbor,180,6500,10,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,83078,Muriel,F,38,Yes,Yes,2040611,Leora,F,31,Yes,4,No,4003,Melah,F,10,4
200106008,03:30:00,Phone,FALSE,5,887,Newton,275,3409,12,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,44336,Alfredo,M,50,Yes,No,2369031,Cordelia,F,36,No,0,No,5245,Scotlynn,F,9,4
200106012,14:31:00,Phone,FALSE,4,425,Rampart,165,8500,5,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,106309,Mikayla,F,58,Yes,No,71500,Farrah,F,30,No,0,No,1033,Niki,M,14,4
200106013,23:30:00,In-Person,FALSE,7,1001,Hollywood,280,3200,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,48247,Eliza,F,56,Yes,Yes,1698307,Triston,M,32,Yes,6,No,3256,Gracelin,F,11,4
200106014,16:00:00,In-Person,FALSE,3,336,Van Nuys,250,4149,9,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,53072,Hayley,F,44,No,No,555894,Florine,F,30,No,0,No,1027,Jonavan,M,8,4
200106015,09:10:00,Phone,FALSE,4,425,Rampart,165,8500,5,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,AA,Adult Arrest,119611,Nadine,F,49,No,No,2333708,Alva,M,30,No,0,No,1034,Press,M,14,4
200106016,02:00:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,52352,Bernadette,F,55,No,Yes,1816220,Booker,M,33,No,0,No,1027,Jonavan,M,8,4
200106021,06:00:00,In-Person,FALSE,7,1001,Hollywood,280,3200,8,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,120477,Celia,F,41,Yes,Yes,1725223,Rhys,M,32,Yes,2,No,3263,Lundon,F,9,4
200106023,08:15:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,626,INTIMATE PARTNER - SIMPLE ASSA,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,34382,Arturo,M,60,Yes,No,468095,Millicent,F,40,No,0,No,1027,Jonavan,M,8,4
200106024,22:20:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,59048,Cristina,F,58,Yes,No,508087,Cristopher,M,40,Yes,5,No,3256,Gracelin,F,11,4
200106025,16:30:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,331,THEFT FROM MOTOR VEHICLE - GRA,312,PIPE/METAL PIPE,IC,Invest Cont,90279,Jan,F,57,Yes,No,2033627,Maliyah,F,31,No,0,No,3256,Gracelin,F,11,4
200106028,16:00:00,In-Person,FALSE,5,893,Harbor,180,6500,10,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,36668,Jordyn,F,32,Yes,Yes,121151,Kacey,F,33,No,0,No,2040,Yassir,M,13,4
200106037,19:20:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,420,THEFT FROM MOTOR VEHICLE - PET,506,FIRE,IC,Invest Cont,65093,Lana,F,30,No,Yes,1698481,Alysha,F,31,Yes,2,No,3263,Lundon,F,9,4
200106038,16:00:00,Phone,FALSE,4,425,Rampart,165,8500,5,210,ROBBERY,515,PHYSICAL PRESENCE,IC,Invest Cont,118900,Erma,F,59,No,No,1088174,Isis,F,40,Yes,1,No,3223,Anayely,F,11,4
200106039,04:30:00,Phone,FALSE,3,371,West LA,244,5500,9,310,BURGLARY,113,SIMULATED GUN,IC,Invest Cont,59970,Dana,M,33,No,Yes,1453029,Tevin,M,41,Yes,2,No,1026,Jermale,M,9,4
200106040,19:00:00,Phone,FALSE,4,425,Rampart,165,8500,5,210,ROBBERY,515,PHYSICAL PRESENCE,AA,Adult Arrest,97788,Jaclyn,F,59,No,No,1558645,Ace,M,35,Yes,5,No,1034,Press,M,14,4
200106041,14:25:00,Phone,FALSE,4,425,Rampart,165,8500,5,745,VANDALISM - MISDEAMEANOR ($399,306,ROCK/THROWN OBJECT,IC,Invest Cont,47449,Vicky,F,56,No,Yes,1588496,Leia,F,39,No,0,No,3250,Courtnei,F,14,4
200106044,11:05:00,Phone,FALSE,4,425,Rampart,165,8500,5,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,118605,Caitlyn,F,42,Yes,Yes,246758,Jaron,M,36,Yes,5,No,1034,Press,M,14,4
200106049,21:00:00,Phone,FALSE,5,887,Newton,275,3409,12,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,96570,Leland,M,33,Yes,No,728624,Demetria,F,32,No,0,No,4003,Melah,F,10,4
200106050,16:00:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,71036,Johanna,F,60,No,No,1422202,Patience,F,34,No,0,No,4004,Mirakle,F,9,4
200106058,13:14:00,Phone,FALSE,5,893,Harbor,180,6500,10,649,DOCUMENT FORGERY / STOLEN FELO,311,HAMMER,IC,Invest Cont,38074,Horace,M,35,Yes,Yes,1530555,Bo,M,36,Yes,3,No,5245,Scotlynn,F,9,4
200106061,12:30:00,Phone,FALSE,4,425,Rampart,165,8500,5,910,KIDNAPPING,308,STICK,IC,Invest Cont,99106,Shannon,M,7,Yes,Yes,1579443,Dirk,M,40,No,0,No,1034,Press,M,14,4
200106063,14:30:00,In-Person,FALSE,3,336,Van Nuys,250,4149,9,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,121264,Colby,M,54,Yes,Yes,585970,Janiyah,F,40,No,0,No,1027,Jonavan,M,8,4
200106071,17:50:00,Phone,FALSE,5,887,Newton,275,3409,12,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,121192,Joey,M,41,No,Yes,448179,Winona,F,33,Yes,2,No,4003,Melah,F,10,4
200106073,18:30:00,Phone,FALSE,5,887,Newton,275,3409,12,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,123508,Abel,M,31,Yes,No,1503144,Rayna,F,30,No,0,No,5245,Scotlynn,F,9,4
200106074,15:00:00,Phone,FALSE,6,990,Hollenbeck,170,6686,5,740,VANDALISM - FELONY ($400 & OVE,200,KNIFE WITH BLADE 6INCHES OR LE,IC,Invest Cont,107924,Traci,F,37,No,Yes,243592,Mikel,M,32,Yes,3,No,1024,Izreal,M,9,4
200106075,19:00:00,In-Person,FALSE,5,893,Harbor,180,6500,10,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,103804,Kellie,F,54,No,Yes,52899,Ashlie,F,33,Yes,2,No,5245,Scotlynn,F,9,4
200106076,17:20:00,In-Person,FALSE,5,887,Newton,275,3409,12,648,ARSON,218,OTHER CUTTING INSTRUMENT,IC,Invest Cont,84574,Estelle,F,36,No,No,424878,Joseph,F,30,No,0,No,5245,Scotlynn,F,9,4
200106077,08:40:00,Phone,FALSE,4,425,Rampart,165,8500,5,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,62258,Kerry,F,41,Yes,Yes,1935618,Kaylynn,F,35,No,0,No,1034,Press,M,14,4
200106078,21:15:00,Phone,FALSE,1,223,West Valley,268,3950,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,105670,Ira,M,39,Yes,No,35262,Emmitt,M,33,No,0,No,1111,Kaushik,M,8,4
200106080,20:44:00,Phone,FALSE,4,425,Rampart,165,8500,5,442,SHOPLIFTING - PETTY THEFT ($95,400,"STRONG-ARM (HANDS, FIST, FEET ",AO,Adult Other,36207,Conner,M,57,Yes,No,987840,Ariella,F,40,No,0,No,2036,Tasean,M,8,4
200106082,17:30:00,Phone,FALSE,5,893,Harbor,180,6500,10,625,OTHER ASSAULT,104,SHOTGUN,IC,Invest Cont,36127,Wendell,M,33,No,Yes,1026126,Portia,F,31,No,0,No,2040,Yassir,M,13,4
200106086,18:00:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,9862,Ezra,M,7,Yes,Yes,1812773,Laney,F,30,Yes,4,No,3256,Gracelin,F,11,4
200106088,18:20:00,Phone,FALSE,5,893,Harbor,180,6500,10,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,73927,Trent,M,53,Yes,Yes,230934,Devonte,M,33,Yes,3,No,2040,Yassir,M,13,4
200106090,06:30:00,Phone,FALSE,4,425,Rampart,165,8500,5,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,AA,Adult Arrest,66251,Eloise,F,39,No,No,96110,Karly,F,35,No,0,No,1034,Press,M,14,4
200106091,08:00:00,Phone,FALSE,2,261,77th Street,150,8889,9,910,KIDNAPPING,308,STICK,IC,Invest Cont,80507,Rudolph,M,7,Yes,No,843516,Kenton,M,32,Yes,2,No,1023,Everrett,M,12,4
200106096,20:00:00,Phone,FALSE,2,323,Northeast,255,4100,9,745,VANDALISM - MISDEAMEANOR ($399,306,ROCK/THROWN OBJECT,IC,Invest Cont,91175,Graham,M,58,Yes,No,1372069,Lacie,F,34,No,0,No,3258,Ismerai,F,14,4
200106099,17:25:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,956,"LETTERS, LEWD  -  TELEPHONE CA",206,SWITCH BLADE,IC,Invest Cont,45808,Allyson,F,7,No,No,489583,Karli,F,40,Yes,7,No,1027,Jonavan,M,8,4
200106100,17:25:00,In-Person,FALSE,2,322,Southwest,168,7800,8,956,"LETTERS, LEWD  -  TELEPHONE CA",206,SWITCH BLADE,IC,Invest Cont,38373,Darius,M,51,Yes,Yes,890782,Fidel,M,32,No,0,No,3258,Ismerai,F,14,4
200106101,17:25:00,Phone,FALSE,5,887,Newton,275,3409,12,956,"LETTERS, LEWD  -  TELEPHONE CA",206,SWITCH BLADE,IC,Invest Cont,79873,Michaela,F,32,No,No,578577,Rosalee,F,35,Yes,2,No,5245,Scotlynn,F,9,4
200106102,17:25:00,In-Person,FALSE,4,425,Rampart,165,8500,5,956,"LETTERS, LEWD  -  TELEPHONE CA",206,SWITCH BLADE,IC,Invest Cont,13278,Gerardo,M,53,No,Yes,479930,Shantel,F,33,No,0,No,1033,Niki,M,14,4
200106103,16:00:00,In-Person,FALSE,4,425,Rampart,165,8500,5,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,49333,Lora,F,58,No,Yes,533067,Sage,M,31,Yes,5,No,1034,Press,M,14,4
200106104,17:25:00,Phone,FALSE,5,887,Newton,275,3409,12,956,"LETTERS, LEWD  -  TELEPHONE CA",206,SWITCH BLADE,IC,Invest Cont,42079,Mable,F,32,Yes,No,682734,Enoch,M,39,Yes,6,No,4003,Melah,F,10,4
200106105,17:25:00,Phone,FALSE,2,261,77th Street,150,8889,9,956,"LETTERS, LEWD  -  TELEPHONE CA",206,SWITCH BLADE,IC,Invest Cont,38266,Kerry,M,7,Yes,Yes,1950178,Reina,F,41,Yes,4,No,3258,Ismerai,F,14,4
200106107,13:50:00,In-Person,FALSE,5,887,Newton,275,3409,12,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,94024,Selena,F,33,No,Yes,256205,Pansy,F,31,No,0,No,2040,Yassir,M,13,4
200106108,20:30:00,Phone,FALSE,5,887,Newton,275,3409,12,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,85409,Kelvin,M,34,Yes,Yes,1503490,Alia,F,31,Yes,1,No,2040,Yassir,M,13,4
200106109,14:00:00,Phone,FALSE,2,261,77th Street,150,8889,9,420,THEFT FROM MOTOR VEHICLE - PET,506,FIRE,IC,Invest Cont,103793,Bennie,M,54,No,No,710435,Kolby,M,39,No,0,No,3258,Ismerai,F,14,4
200106111,21:00:00,Phone,FALSE,5,887,Newton,275,3409,12,910,KIDNAPPING,308,STICK,IC,Invest Cont,64444,Garry,M,7,Yes,No,802516,Vida,F,40,No,0,No,5245,Scotlynn,F,9,4
200106117,10:00:00,Phone,FALSE,5,887,Newton,275,3409,12,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,47197,Rylee,F,30,No,No,887067,Kenna,F,31,No,0,No,5245,Scotlynn,F,9,4
200106119,04:00:00,Phone,FALSE,5,893,Harbor,180,6500,10,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,6566,Willis,M,56,No,No,1375332,Michel,M,32,Yes,2,No,2040,Yassir,M,13,4
200106121,13:15:00,Phone,FALSE,4,425,Rampart,165,8500,5,946,OTHER MISCELLANEOUS CRIME,204,FOLDING KNIFE,IC,Invest Cont,28169,Kenny,M,35,Yes,Yes,975051,Domenic,M,30,No,0,No,1034,Press,M,14,4
200106124,20:00:00,Phone,FALSE,3,371,West LA,244,5500,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,11758,Reagan,F,53,Yes,No,1297608,Claud,M,36,No,0,No,1027,Jonavan,M,8,4
200106125,21:00:00,In-Person,FALSE,5,893,Harbor,180,6500,10,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,50874,Tessa,F,51,No,No,690777,Mayme,F,34,No,0,No,5245,Scotlynn,F,9,4
200106127,13:45:00,Phone,FALSE,2,322,Southwest,168,7800,8,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,120767,Easton,M,58,No,Yes,1827867,Lucian,M,35,Yes,2,No,3258,Ismerai,F,14,4
200106142,11:30:00,Phone,FALSE,2,322,Southwest,168,7800,8,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,855,Archie,M,36,No,No,421241,Nathanial,M,36,Yes,4,No,3258,Ismerai,F,14,4
200106143,13:00:00,Phone,FALSE,5,887,Newton,275,3409,12,420,THEFT FROM MOTOR VEHICLE - PET,506,FIRE,IC,Invest Cont,35618,Bryant,M,53,No,Yes,299524,Rohan,M,36,Yes,7,No,5245,Scotlynn,F,9,4
200106146,11:30:00,In-Person,FALSE,4,425,Rampart,165,8500,5,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,10013,Marisa,F,33,No,Yes,1206725,Freeman,M,32,Yes,7,No,1034,Press,M,14,4
200106147,17:00:00,Phone,FALSE,5,887,Newton,275,3409,12,420,THEFT FROM MOTOR VEHICLE - PET,506,FIRE,IC,Invest Cont,7231,Latoya,F,59,Yes,Yes,98853,Lona,F,35,Yes,2,No,2040,Yassir,M,13,4
200106148,12:45:00,In-Person,FALSE,5,893,Harbor,180,6500,10,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,88139,Rene,M,52,No,Yes,916054,Garth,M,33,Yes,1,No,4003,Melah,F,10,4
200106149,14:25:00,Phone,FALSE,2,323,Northeast,255,4100,9,745,VANDALISM - MISDEAMEANOR ($399,306,ROCK/THROWN OBJECT,AO,Adult Other,49605,Emanuel,M,54,No,Yes,1199009,Macey,F,41,No,0,No,3258,Ismerai,F,14,4
200106150,02:00:00,Phone,FALSE,1,223,West Valley,268,3950,8,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,117910,Alejandra,F,48,No,Yes,1556948,Mandi,F,31,No,0,No,2039,Vikash,M,10,4
200106164,10:04:00,Phone,FALSE,5,893,Harbor,180,6500,10,745,VANDALISM - MISDEAMEANOR ($399,306,ROCK/THROWN OBJECT,IC,Invest Cont,58594,Raquel,F,32,No,No,2385963,Denice,F,35,No,0,No,4003,Melah,F,10,4
200106166,10:15:00,Phone,FALSE,2,322,Southwest,168,7800,8,210,ROBBERY,515,PHYSICAL PRESENCE,AO,Adult Other,13984,Tyson,M,52,No,Yes,2313926,Cayla,F,30,No,0,No,4001,Lynnie,F,10,4
200106170,21:45:00,Phone,FALSE,5,887,Newton,275,3409,12,946,OTHER MISCELLANEOUS CRIME,204,FOLDING KNIFE,IC,Invest Cont,44254,Randolph,M,41,Yes,Yes,1723906,Raina,F,36,No,0,No,2040,Yassir,M,13,4
200106172,13:10:00,Phone,FALSE,5,887,Newton,275,3409,12,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,77001,Corinne,F,46,Yes,No,852061,Deidra,F,39,No,0,No,2040,Yassir,M,13,4
200106173,19:35:00,Phone,FALSE,5,893,Harbor,180,6500,10,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,110737,Marcos,M,42,No,No,508659,Ivette,F,30,No,0,No,2040,Yassir,M,13,4
200106174,18:51:00,In-Person,FALSE,5,893,Harbor,180,6500,10,480,BIKE - STOLEN,504,DEMAND NOTE,IC,Invest Cont,13654,Doreen,F,47,No,Yes,1797459,Alycia,F,33,No,0,No,5245,Scotlynn,F,9,4
200106175,08:30:00,Phone,FALSE,5,893,Harbor,180,6500,10,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,106420,Nick,M,57,No,No,2355163,Marisela,F,37,No,0,No,5245,Scotlynn,F,9,4
200106178,18:30:00,In-Person,FALSE,4,425,Rampart,165,8500,5,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,37195,Kiara,F,44,Yes,No,388323,Mariela,F,35,No,0,No,1034,Press,M,14,4
200106179,04:15:00,Phone,FALSE,3,371,West LA,244,5500,9,220,ATTEMPTED ROBBERY,219,SCREWDRIVER,IC,Invest Cont,119425,Josue,M,52,No,Yes,1464839,Carmelo,M,40,No,0,No,1027,Jonavan,M,8,4
200106181,13:30:00,Phone,FALSE,5,887,Newton,275,3409,12,354,THEFT OF IDENTITY,513,STUN GUN,IC,Invest Cont,76086,Robin,M,36,No,No,918804,Scottie,M,32,Yes,1,No,4003,Melah,F,10,4
200106182,05:00:00,In-Person,FALSE,2,323,Northeast,255,4100,9,910,KIDNAPPING,308,STICK,IC,Invest Cont,34117,Janis,F,7,No,Yes,1817381,Octavio,M,37,No,0,No,3258,Ismerai,F,14,4
200106183,07:45:00,In-Person,FALSE,4,425,Rampart,165,8500,5,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,80704,Sallie,F,30,No,No,1485755,Lidia,F,41,Yes,6,No,1034,Press,M,14,4
200106184,22:30:00,Phone,FALSE,2,322,Southwest,168,7800,8,745,VANDALISM - MISDEAMEANOR ($399,306,ROCK/THROWN OBJECT,AO,Adult Other,17897,Shawna,F,39,Yes,No,18490,Catrina,F,31,Yes,7,No,3258,Ismerai,F,14,4
200106185,13:30:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,44861,May,F,44,Yes,No,1909393,Sandy,M,41,Yes,7,No,7100,Varnika,F,12,4
200106186,19:30:00,In-Person,FALSE,5,893,Harbor,180,6500,10,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,10134,Chance,M,53,Yes,Yes,929861,Vada,F,36,Yes,1,No,5245,Scotlynn,F,9,4
200106187,22:30:00,In-Person,FALSE,3,336,Van Nuys,250,4149,9,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,72057,Cassie,F,38,Yes,Yes,970413,Ayana,F,36,No,0,No,1027,Jonavan,M,8,4
200106193,15:00:00,Phone,FALSE,2,323,Northeast,255,4100,9,420,THEFT FROM MOTOR VEHICLE - PET,506,FIRE,IC,Invest Cont,113638,Forrest,M,47,No,Yes,29244,Robby,M,35,No,0,No,3258,Ismerai,F,14,4
200106197,13:15:00,Phone,FALSE,2,322,Southwest,168,7800,8,745,VANDALISM - MISDEAMEANOR ($399,306,ROCK/THROWN OBJECT,IC,Invest Cont,45221,Braxton,M,55,No,No,1312328,Karlie,F,30,Yes,7,No,3258,Ismerai,F,14,4
200106198,10:30:00,In-Person,FALSE,5,887,Newton,275,3409,12,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,353,Carlton,M,55,Yes,Yes,315589,Gregorio,M,41,No,0,No,4003,Melah,F,10,4
200106199,23:30:00,Phone,FALSE,2,322,Southwest,168,7800,8,510,VEHICLE - STOLEN,207,OTHER KNIFE,IC,Invest Cont,119461,Rudy,M,55,Yes,Yes,95904,Freida,F,30,No,0,No,3258,Ismerai,F,14,4
200106208,16:30:00,In-Person,FALSE,4,425,Rampart,165,8500,5,420,THEFT FROM MOTOR VEHICLE - PET,506,FIRE,IC,Invest Cont,109485,Noel,M,46,No,No,434101,Rosario,F,33,Yes,3,No,1034,Press,M,14,4
200106209,12:00:00,Phone,FALSE,5,893,Harbor,180,6500,10,442,SHOPLIFTING - PETTY THEFT ($95,400,"STRONG-ARM (HANDS, FIST, FEET ",IC,Invest Cont,106813,Betsy,F,54,Yes,Yes,1934382,Kennith,M,30,Yes,5,No,5245,Scotlynn,F,9,4
200106210,16:20:00,Phone,FALSE,5,893,Harbor,180,6500,10,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,74206,Malachi,M,30,No,No,1888269,Felecia,F,37,No,0,No,4003,Melah,F,10,4
200106214,21:00:00,In-Person,FALSE,5,887,Newton,275,3409,12,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,71425,Johnnie,F,42,No,Yes,1641780,Manuela,F,33,No,0,No,5245,Scotlynn,F,9,4
200106217,15:15:00,Phone,FALSE,3,336,Van Nuys,250,4149,9,625,OTHER ASSAULT,104,SHOTGUN,IC,Invest Cont,117345,Orlando,M,52,No,Yes,661535,Renata,F,36,Yes,5,No,1025,Jeret,M,14,4
200106218,10:00:00,Phone,FALSE,5,893,Harbor,180,6500,10,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,76412,Peyton,M,58,Yes,No,1248198,Mekhi,M,39,Yes,1,No,4003,Melah,F,10,4
200106220,01:30:00,In-Person,FALSE,7,1001,Hollywood,280,3200,8,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,65717,Rochelle,F,53,Yes,No,241254,Arlo,M,39,Yes,7,No,5555,Shaaron,F,13,4
200106221,17:10:00,In-Person,FALSE,7,1001,Hollywood,280,3200,8,440,THEFT PLAIN - PETTY ($950 & UN,102,HAND GUN,IC,Invest Cont,74798,Silas,M,36,No,Yes,1970954,Cordell,M,34,Yes,3,No,5555,Shaaron,F,13,4
200106222,21:30:00,In-Person,FALSE,2,323,Northeast,255,4100,9,910,KIDNAPPING,308,STICK,IC,Invest Cont,106494,Ashlee,F,7,No,Yes,31760,Denzel,M,31,No,0,No,3258,Ismerai,F,14,4
200106224,15:25:00,In-Person,FALSE,6,990,Hollenbeck,170,6686,5,230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,IC,Invest Cont,77494,Elisabeth,F,30,Yes,Yes,1002745,Stevie,F,35,Yes,4,No,3259,Kla,F,8,4
200106225,22:20:00,Phone,FALSE,7,1001,Hollywood,280,3200,8,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,43743,Elliott,M,39,Yes,Yes,1424948,Jaimie,F,37,No,0,No,5555,Shaaron,F,13,4
200106226,22:20:00,Phone,FALSE,5,893,Harbor,180,6500,10,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,70249,Kylee,F,57,Yes,No,1023327,Lucretia,F,35,No,0,No,4003,Melah,F,10,4
200106227,22:20:00,Phone,FALSE,4,425,Rampart,165,8500,5,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,115315,Salvador,M,48,No,No,1770557,Tera,F,39,No,0,No,1034,Press,M,14,4
200106228,22:20:00,Phone,FALSE,6,990,Hollenbeck,170,6686,5,624,BATTERY - SIMPLE ASSAULT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,21677,Shelia,F,30,Yes,No,2079966,Beryl,F,36,Yes,2,No,3259,Kla,F,8,4
200106229,19:30:00,Phone,FALSE,4,425,Rampart,165,8500,5,330,BURGLARY FROM VEHICLE,302,BLUNT INSTRUMENT,IC,Invest Cont,60738,Ryder,M,58,Yes,Yes,1611965,Mira,F,32,No,0,No,1034,Press,M,14,4
200106230,19:00:00,Phone,FALSE,4,425,Rampart,165,8500,5,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,16891,Kelley,F,52,Yes,Yes,497547,Cherish,F,32,No,0,No,1034,Press,M,14,4
200106231,20:00:00,Phone,FALSE,4,425,Rampart,165,8500,5,341,THEFT-GRAND ($950.01 & OVER)EX,208,RAZOR,IC,Invest Cont,95084,Weston,M,47,Yes,Yes,1960421,Deven,M,32,Yes,1,No,1034,Press,M,14,4
200106232,12:00:00,Phone,FALSE,5,893,Harbor,180,6500,10,354,THEFT OF IDENTITY,513,STUN GUN,IC,Invest Cont,107550,Leila,F,42,Yes,Yes,2134098,Gianni,M,33,Yes,4,No,4003,Melah,F,10,4
